member_id,ActivityDay,StepTotal
1184,5/9/2016,4154
1184,5/10/2016,16653
1184,5/11/2016,6212
1184,5/12/2016,17391
1184,5/9/2016,15862
1184,4/12/2016,1823
1184,4/13/2016,17211
1184,4/14/2016,14946
1184,4/15/2016,5821
1184,4/16/2016,4907
1184,4/17/2016,14595
1184,4/18/2016,18397
1184,4/19/2016,13776
1184,4/20/2016,6408
1184,4/21/2016,2904
1184,4/22/2016,19847
1184,4/23/2016,1516
1184,4/24/2016,8302
1184,4/25/2016,9458
1184,4/26/2016,3904
1184,4/27/2016,12086
1184,4/28/2016,4202
1184,4/29/2016,1692
1184,4/30/2016,15783
1184,5/1/2016,14808
1184,5/2/2016,2094
1184,5/3/2016,4515
1184,5/4/2016,13219
1184,5/5/2016,11257
1185,5/6/2016,19939
1185,5/7/2016,16849
1185,5/8/2016,18388
1185,5/9/2016,17249
1185,5/10/2016,9569
1185,5/11/2016,6110
1185,5/12/2016,12916
1185,4/12/2016,4455
1185,4/13/2016,2939
1185,4/14/2016,18036
1185,4/15/2016,2010
1185,4/16/2016,18717
1185,4/17/2016,8223
1185,4/18/2016,11341
1185,4/19/2016,13429
1185,4/20/2016,16163
1185,4/21/2016,14046
1185,4/22/2016,12275
1185,4/23/2016,18398
1185,4/24/2016,17145
1185,4/25/2016,15131
1185,4/26/2016,5059
1185,4/27/2016,7320
1185,4/28/2016,19715
1185,4/29/2016,7489
1185,4/30/2016,9127
1185,5/1/2016,7609
1185,5/2/2016,14206
1185,5/3/2016,2996
1185,5/4/2016,13926
1185,5/5/2016,19353
1186,5/6/2016,6801
1186,5/7/2016,14119
1186,5/8/2016,17082
1186,5/9/2016,13931
1186,5/10/2016,19297
1186,5/11/2016,15133
1186,5/12/2016,9793
1186,4/12/2016,12203
1186,4/13/2016,19047
1186,4/14/2016,12714
1186,4/15/2016,11567
1186,4/16/2016,15230
1186,4/17/2016,12812
1186,4/18/2016,11014
1186,4/19/2016,11984
1186,4/20/2016,15283
1186,4/21/2016,17118
1186,4/22/2016,9284
1186,4/23/2016,17393
1186,4/24/2016,2967
1186,4/25/2016,14388
1186,4/26/2016,10427
1186,4/27/2016,3359
1186,4/28/2016,14081
1186,4/29/2016,19359
1186,4/30/2016,3739
1186,5/1/2016,13815
1186,5/2/2016,11971
1186,5/3/2016,6150
1186,5/4/2016,1442
1186,5/5/2016,2855
1187,5/6/2016,12904
1187,5/7/2016,4697
1187,5/8/2016,3964
1187,5/9/2016,4041
1187,5/10/2016,10739
1187,5/11/2016,5060
1187,4/12/2016,17145
1187,4/13/2016,4994
1187,4/14/2016,11013
1187,4/15/2016,19521
1187,4/16/2016,19895
1187,4/17/2016,16501
1187,4/18/2016,6783
1187,4/19/2016,17108
1187,4/20/2016,18702
1187,4/21/2016,1737
1187,4/22/2016,6745
1187,4/23/2016,7632
1187,4/24/2016,13799
1187,4/25/2016,4097
1187,4/26/2016,10095
1187,4/27/2016,12014
1187,4/28/2016,14621
1187,4/29/2016,17657
1187,4/30/2016,12919
1187,5/1/2016,14445
1187,5/2/2016,6181
1187,5/3/2016,7171
1187,5/4/2016,6956
1187,5/5/2016,3377
1187,5/6/2016,4522
1188,5/7/2016,18693
1188,5/8/2016,1463
1188,5/9/2016,16401
1188,5/10/2016,985
1188,5/11/2016,11334
1188,5/12/2016,14660
1188,4/12/2016,19154
1188,4/13/2016,7486
1188,4/14/2016,1254
1188,4/15/2016,5080
1188,4/16/2016,19193
1188,4/17/2016,15327
1188,4/18/2016,19305
1188,4/19/2016,9885
1188,4/20/2016,19419
1188,4/21/2016,5871
1188,4/22/2016,16743
1188,4/23/2016,19990
1188,4/24/2016,13089
1188,4/25/2016,3449
1188,4/26/2016,9577
1188,4/27/2016,13174
1188,4/28/2016,4001
1188,4/29/2016,9228
1188,4/30/2016,11834
1188,5/1/2016,17832
1188,5/2/2016,6053
1188,5/3/2016,7040
1188,5/4/2016,19503
1188,5/5/2016,13160
1188,5/6/2016,8377
1189,5/7/2016,2316
1189,5/8/2016,12834
1189,5/9/2016,10657
1189,5/10/2016,869
1189,5/11/2016,16200
1189,5/12/2016,17036
1189,4/12/2016,18182
1189,4/13/2016,5886
1189,4/14/2016,18019
1189,4/15/2016,9581
1189,4/16/2016,13898
1189,4/17/2016,18439
1189,4/18/2016,961
1189,4/19/2016,1457
1189,4/20/2016,12605
1189,4/21/2016,2110
1189,4/22/2016,4523
1189,4/23/2016,12932
1189,4/24/2016,16397
1189,4/25/2016,8331
1189,4/26/2016,17891
1189,4/27/2016,4494
1189,4/28/2016,4401
1189,4/29/2016,8920
1189,4/30/2016,5095
1189,5/1/2016,5874
1189,5/2/2016,1105
1189,5/3/2016,12813
1189,5/4/2016,17651
1189,5/5/2016,17514
1189,5/6/2016,16449
1190,5/7/2016,5086
1190,5/8/2016,11391
1190,5/9/2016,3523
1190,5/10/2016,12433
1190,5/11/2016,14193
1190,5/12/2016,8066
1190,4/12/2016,3819
1190,4/13/2016,2974
1190,4/14/2016,9309
1190,4/15/2016,9643
1190,4/16/2016,16776
1190,4/17/2016,12389
1190,4/18/2016,10453
1190,4/19/2016,12576
1190,4/20/2016,6991
1190,4/21/2016,10002
1190,4/22/2016,17275
1190,4/23/2016,5744
1190,4/24/2016,9525
1190,4/25/2016,19092
1190,4/26/2016,2067
1190,4/27/2016,6583
1190,4/28/2016,14577
1190,4/29/2016,15693
1190,4/30/2016,6497
1190,5/1/2016,11286
1190,5/2/2016,16899
1190,5/3/2016,18166
1190,5/4/2016,15862
1190,5/5/2016,11981
1190,5/6/2016,16447
1191,5/7/2016,11725
1191,5/8/2016,10385
1191,5/9/2016,7616
1191,5/10/2016,6728
1191,5/11/2016,17847
1191,5/12/2016,17125
1191,4/12/2016,15015
1191,4/13/2016,4517
1191,4/14/2016,14270
1191,4/15/2016,12896
1191,4/16/2016,4283
1191,4/17/2016,14448
1191,4/18/2016,4586
1191,4/19/2016,1102
1191,4/20/2016,13911
1191,4/21/2016,1670
1191,4/22/2016,11389
1191,4/23/2016,14002
1191,4/24/2016,18260
1191,4/25/2016,12564
1191,4/26/2016,5249
1191,4/27/2016,2406
1191,4/28/2016,17358
1191,4/29/2016,9067
1191,4/30/2016,11907
1191,5/1/2016,3661
1191,5/2/2016,12973
1191,5/3/2016,8625
1191,5/4/2016,6626
1191,5/5/2016,10628
1191,5/6/2016,6958
1192,5/7/2016,1901
1192,5/8/2016,12183
1192,5/9/2016,18834
1192,5/10/2016,19002
1192,5/11/2016,5645
1192,5/12/2016,17239
1192,4/12/2016,2704
1192,4/13/2016,7008
1192,4/14/2016,19239
1192,4/15/2016,5450
1192,4/16/2016,4989
1192,4/17/2016,3346
1192,4/18/2016,8756
1192,4/19/2016,6327
1192,4/20/2016,18843
1192,4/21/2016,5027
1192,4/22/2016,15947
1192,4/23/2016,10793
1192,4/24/2016,6410
1192,4/25/2016,14941
1192,4/26/2016,5257
1192,4/27/2016,15603
1192,4/28/2016,3266
1192,4/29/2016,13240
1192,4/12/2016,3503
1192,4/13/2016,5877
1192,4/14/2016,14484
1192,4/15/2016,5366
1192,4/16/2016,13219
1192,4/17/2016,12686
1192,4/18/2016,9397
1193,4/19/2016,15176
1193,4/20/2016,6864
1193,4/21/2016,17291
1193,4/22/2016,7734
1193,4/23/2016,14331
1193,4/24/2016,9100
1193,4/25/2016,14868
1193,4/26/2016,16407
1193,4/27/2016,16786
1193,4/28/2016,2576
1193,4/29/2016,4596
1193,4/30/2016,8198
1193,5/1/2016,2335
1193,5/2/2016,5361
1193,5/3/2016,6548
1193,5/4/2016,10457
1193,5/5/2016,9871
1193,5/6/2016,16464
1193,5/7/2016,3826
1193,5/8/2016,7110
1193,5/9/2016,4919
1193,5/10/2016,12718
1193,5/11/2016,8891
1193,5/12/2016,8380
1193,4/12/2016,13468
1193,4/13/2016,5819
1193,4/14/2016,3342
1193,4/15/2016,11992
1193,4/16/2016,17979
1193,4/17/2016,15862
1193,4/18/2016,11695
1194,4/19/2016,6151
1194,4/20/2016,6996
1194,4/21/2016,15200
1194,4/22/2016,7540
1194,4/23/2016,14747
1194,4/24/2016,2980
1194,4/25/2016,11744
1194,4/26/2016,8356
1194,4/27/2016,14253
1194,4/28/2016,13230
1194,4/29/2016,16603
1194,4/30/2016,12378
1194,5/1/2016,7502
1194,4/12/2016,9532
1194,4/13/2016,13388
1194,4/14/2016,19189
1194,4/15/2016,7529
1194,4/16/2016,1220
1194,4/17/2016,9951
1194,4/18/2016,3225
1194,4/19/2016,2440
1194,4/20/2016,13089
1194,4/21/2016,12864
1194,4/22/2016,8040
1194,4/23/2016,2241
1194,4/24/2016,8741
1194,4/25/2016,9154
1194,4/26/2016,10306
1194,4/27/2016,15151
1194,4/28/2016,3850
1194,4/29/2016,14799
1195,4/30/2016,11932
1195,5/1/2016,15604
1195,5/2/2016,3476
1195,5/3/2016,1611
1195,5/4/2016,5078
1195,5/5/2016,10372
1195,5/6/2016,10363
1195,5/7/2016,5066
1195,5/8/2016,14642
1195,5/9/2016,18053
1195,5/10/2016,19515
1195,5/11/2016,12336
1195,4/12/2016,3800
1195,4/13/2016,1066
1195,4/14/2016,8586
1195,4/15/2016,9843
1195,4/16/2016,5511
1195,4/17/2016,17172
1195,4/18/2016,6917
1195,4/19/2016,7589
1195,4/20/2016,16937
1195,4/21/2016,17195
1195,4/22/2016,14686
1195,4/23/2016,6917
1195,4/24/2016,7781
1195,4/25/2016,15425
1195,4/26/2016,10590
1195,4/27/2016,8750
1195,4/28/2016,4934
1195,4/29/2016,8302
1195,4/30/2016,10138
1196,5/1/2016,18021
1196,5/2/2016,7761
1196,5/3/2016,16520
1196,5/4/2016,16340
1196,5/5/2016,15801
1196,5/6/2016,6863
1196,5/7/2016,11906
1196,5/8/2016,16501
1196,5/9/2016,17405
1196,5/10/2016,10590
1196,5/11/2016,15938
1196,5/12/2016,12000
1196,4/12/2016,6900
1196,4/13/2016,3299
1196,4/14/2016,8699
1196,4/15/2016,2199
1196,4/12/2016,17439
1196,4/13/2016,2665
1196,4/14/2016,19910
1196,4/15/2016,6615
1196,4/16/2016,16935
1196,4/17/2016,11771
1196,4/18/2016,10415
1196,4/19/2016,7402
1196,4/20/2016,15916
1196,4/21/2016,16596
1196,4/22/2016,9702
1196,4/23/2016,2977
1196,4/24/2016,16306
1196,4/25/2016,6015
1196,4/26/2016,3071
1197,4/27/2016,7910
1197,4/28/2016,16353
1197,4/29/2016,10456
1197,4/30/2016,15489
1197,5/1/2016,8384
1197,5/2/2016,13583
1197,5/3/2016,13746
1197,5/4/2016,14636
1197,5/5/2016,19483
1197,5/6/2016,6939
1197,5/7/2016,8163
1197,5/8/2016,18574
1197,5/9/2016,17137
1197,5/10/2016,5519
1197,5/11/2016,9144
1197,5/12/2016,3410
1197,4/12/2016,13700
1197,4/13/2016,17041
1197,4/14/2016,15587
1197,4/15/2016,7251
1197,4/16/2016,16678
1197,4/17/2016,16396
1197,4/18/2016,16570
1197,4/19/2016,19250
1197,4/20/2016,17328
1197,4/21/2016,13577
1197,4/22/2016,19461
1197,4/23/2016,16366
1197,4/24/2016,15720
1197,4/25/2016,10498
1197,4/26/2016,18969
1198,4/27/2016,1638
1198,4/28/2016,13411
1198,4/29/2016,16733
1198,4/30/2016,4564
1198,5/1/2016,11734
1198,5/2/2016,13878
1198,5/3/2016,5842
1198,5/4/2016,18144
1198,5/5/2016,11566
1198,5/6/2016,11569
1198,5/7/2016,3761
1198,5/8/2016,11241
1198,5/9/2016,4554
1198,5/10/2016,8033
1198,5/11/2016,12235
1198,5/12/2016,14969
1198,4/12/2016,11279
1198,4/13/2016,7682
1198,4/14/2016,5497
1198,4/15/2016,9090
1198,4/16/2016,19477
1198,4/17/2016,11126
1198,4/18/2016,16902
1198,4/19/2016,4176
1198,4/20/2016,6137
1198,4/21/2016,10313
1198,4/22/2016,19509
1198,4/23/2016,8612
1198,4/24/2016,8138
1198,4/25/2016,19178
1198,4/26/2016,16570
1199,4/27/2016,15512
1199,4/28/2016,19862
1199,4/29/2016,13376
1199,4/30/2016,12209
1199,5/1/2016,8952
1199,5/2/2016,10154
1199,5/3/2016,18754
1199,5/4/2016,19415
1199,5/5/2016,13113
1199,5/6/2016,11539
1199,5/7/2016,11814
1199,5/8/2016,13610
1199,5/9/2016,10125
1199,5/10/2016,17181
1199,5/11/2016,11491
1199,5/12/2016,8352
1199,4/12/2016,12894
1199,4/13/2016,1105
1199,4/14/2016,5342
1199,4/15/2016,4212
1199,4/16/2016,5930
1199,4/17/2016,16437
1199,4/18/2016,19951
1199,4/19/2016,18697
1199,4/20/2016,3794
1199,4/21/2016,3236
1199,4/22/2016,11300
1199,4/23/2016,12441
1199,4/24/2016,1369
1199,4/25/2016,10966
1199,4/26/2016,8095
1200,4/27/2016,14942
1200,4/28/2016,14447
1200,4/29/2016,13152
1200,4/30/2016,5865
1200,5/1/2016,2872
1200,5/2/2016,11857
1200,5/3/2016,16811
1200,5/4/2016,5271
1200,5/5/2016,5088
1200,5/6/2016,12739
1200,5/7/2016,16859
1200,5/8/2016,13534
1200,5/9/2016,10260
1200,5/10/2016,19579
1200,5/11/2016,13983
1200,5/12/2016,4942
1200,4/12/2016,8894
1200,4/13/2016,11911
1200,4/14/2016,3878
1200,4/15/2016,13234
1200,4/16/2016,10156
1200,4/17/2016,8653
1200,4/18/2016,19183
1200,4/19/2016,9494
1200,4/20/2016,1233
1200,4/21/2016,17380
1200,4/22/2016,6961
1200,4/23/2016,11095
1200,4/24/2016,15993
1200,4/25/2016,14583
1200,4/26/2016,16539
1201,4/27/2016,5426
1201,4/28/2016,4230
1201,4/29/2016,19245
1201,4/30/2016,13307
1201,5/1/2016,18330
1201,5/2/2016,13102
1201,5/3/2016,2304
1201,5/4/2016,15871
1201,5/5/2016,1179
1201,5/6/2016,16460
1201,5/7/2016,17239
1201,5/8/2016,18370
1201,5/9/2016,9219
1201,5/10/2016,8720
1201,5/11/2016,1309
1201,5/12/2016,5556
1201,4/12/2016,7912
1201,4/13/2016,11684
1201,4/14/2016,17587
1201,4/15/2016,12280
1201,4/16/2016,8064
1201,4/17/2016,5805
1201,4/18/2016,17083
1201,4/19/2016,1613
1201,4/20/2016,14903
1201,4/21/2016,9455
1201,4/22/2016,3000
1201,4/23/2016,12580
1201,4/24/2016,11428
1201,4/25/2016,2856
1201,4/26/2016,13884
1202,4/27/2016,18049
1202,4/28/2016,8490
1202,4/29/2016,10339
1202,4/30/2016,1632
1202,5/1/2016,13664
1202,5/2/2016,11294
1202,5/3/2016,6521
1202,5/4/2016,15174
1202,5/5/2016,12013
1202,5/6/2016,3056
1202,5/7/2016,18308
1202,5/8/2016,18698
1202,5/9/2016,7961
1202,5/10/2016,12344
1202,5/11/2016,4093
1202,5/12/2016,5211
1202,4/12/2016,14252
1202,4/13/2016,18758
1202,4/14/2016,14364
1202,4/15/2016,2863
1202,4/16/2016,16157
1202,4/17/2016,10294
1202,4/18/2016,1392
1202,4/19/2016,970
1202,4/20/2016,14240
1202,4/21/2016,11925
1202,4/22/2016,15048
1202,4/23/2016,12254
1202,4/24/2016,16202
1202,4/25/2016,7175
1202,4/26/2016,14630
1203,4/27/2016,6077
1203,4/28/2016,14281
1203,4/29/2016,1187
1203,4/30/2016,1719
1203,5/1/2016,7624
1203,5/2/2016,18906
1203,5/3/2016,19139
1203,5/4/2016,18941
1203,5/5/2016,19827
1203,5/6/2016,5590
1203,5/7/2016,17546
1203,5/8/2016,10918
1203,5/9/2016,1394
1203,5/10/2016,2855
1203,5/11/2016,2580
1203,4/12/2016,16542
1203,4/13/2016,10107
1203,4/14/2016,8125
1203,4/15/2016,15515
1203,4/16/2016,1269
1203,4/17/2016,18807
1203,4/18/2016,14324
1203,4/19/2016,17888
1203,4/20/2016,2642
1203,4/21/2016,4861
1203,4/22/2016,12878
1203,4/23/2016,8275
1203,4/24/2016,17868
1203,4/25/2016,17839
1203,4/26/2016,3958
1203,4/27/2016,3281
1204,4/28/2016,5703
1204,4/29/2016,12285
1204,4/30/2016,16647
1204,5/1/2016,5540
1204,5/2/2016,7799
1204,5/3/2016,7506
1204,5/4/2016,4504
1204,5/5/2016,19835
1204,5/6/2016,13168
1204,5/7/2016,7999
1204,5/8/2016,5671
1204,5/9/2016,12953
1204,4/12/2016,10919
1204,4/13/2016,12452
1204,4/14/2016,2035
1204,4/15/2016,10683
1204,4/16/2016,16449
1204,4/17/2016,2394
1204,4/18/2016,11528
1204,4/19/2016,2541
1204,4/20/2016,3944
1204,4/21/2016,10829
1204,4/22/2016,12449
1204,4/23/2016,18084
1204,4/24/2016,13545
1204,4/25/2016,9089
1204,4/26/2016,8732
1204,4/27/2016,16722
1204,4/28/2016,9105
1204,4/29/2016,8719
1204,4/30/2016,17943
1205,5/1/2016,4952
1205,5/2/2016,15806
1205,5/3/2016,2333
1205,5/4/2016,13150
1205,5/5/2016,4011
1205,5/6/2016,5345
1205,5/7/2016,12669
1205,5/8/2016,13893
1205,5/9/2016,12812
1205,5/10/2016,13895
1205,4/12/2016,17989
1205,4/13/2016,8695
1205,4/14/2016,11897
1205,4/15/2016,14113
1205,4/16/2016,4729
1205,4/17/2016,1871
1205,4/18/2016,9184
1205,4/19/2016,1718
1205,4/20/2016,1975
1205,4/21/2016,12838
1205,4/22/2016,4100
1205,4/23/2016,9112
1205,4/24/2016,18435
1205,4/25/2016,10777
1205,4/26/2016,16710
1205,4/27/2016,12645
1205,4/28/2016,6059
1205,4/29/2016,10985
1205,4/30/2016,10052
1205,5/1/2016,18218
1205,5/2/2016,11474
1206,5/3/2016,5695
1206,5/4/2016,9683
1206,5/5/2016,2087
1206,5/6/2016,2567
1206,5/7/2016,5268
1206,4/12/2016,7184
1206,4/13/2016,14684
1206,4/14/2016,14285
1206,4/15/2016,12843
1206,4/16/2016,10583
1206,4/17/2016,16703
1206,4/18/2016,18820
1206,4/19/2016,8694
1206,4/20/2016,964
1206,4/21/2016,11270
1206,4/22/2016,19024
1206,4/23/2016,1670
1206,4/24/2016,15765
1206,4/25/2016,15848
1206,4/26/2016,10462
1206,4/27/2016,13627
1206,4/28/2016,19778
1206,4/29/2016,13144
1206,4/30/2016,19259
1206,5/1/2016,19310
1206,5/2/2016,12741
1206,5/3/2016,11047
1206,5/4/2016,9093
1206,5/5/2016,17729
1206,5/6/2016,5590
1206,5/7/2016,18890
1207,5/8/2016,1823
1207,5/9/2016,16687
1207,5/10/2016,6996
1207,5/11/2016,13439
1207,5/12/2016,13242
1207,4/12/2016,4042
1207,4/13/2016,4829
1207,4/14/2016,11288
1207,4/15/2016,5538
1207,4/16/2016,15017
1207,4/17/2016,9895
1207,4/18/2016,18897
1207,4/19/2016,19307
1207,4/20/2016,2329
1207,4/21/2016,9839
1207,4/22/2016,13352
1207,4/23/2016,19004
1207,4/24/2016,18221
1207,4/25/2016,4882
1207,4/26/2016,6924
1207,4/27/2016,16867
1207,4/28/2016,11973
1207,4/29/2016,8109
1207,4/30/2016,10046
1207,5/1/2016,6553
1207,5/2/2016,3039
1207,5/3/2016,2987
1207,5/4/2016,6309
1207,5/5/2016,8044
1207,5/6/2016,9397
1207,5/7/2016,11089
1208,4/12/2016,13429
1208,4/13/2016,4709
1208,4/14/2016,10272
1208,4/15/2016,2257
1208,4/16/2016,17738
1208,4/17/2016,12686
1208,4/18/2016,14126
1208,4/19/2016,8104
1208,4/20/2016,4930
1208,4/21/2016,3867
1208,4/22/2016,9876
1208,4/23/2016,1980
1208,4/24/2016,12531
1208,4/25/2016,18331
1208,4/26/2016,16375
1208,4/27/2016,19703
1208,4/28/2016,3660
1208,4/29/2016,9548
1208,4/30/2016,15500
1208,5/1/2016,19869
1208,5/2/2016,8338
1208,5/3/2016,13810
1208,5/4/2016,11726
1208,5/5/2016,4846
1208,5/6/2016,4472
1208,5/7/2016,1447
1208,5/8/2016,4223
1208,5/9/2016,16227
1208,5/10/2016,6387
1208,5/11/2016,17427
1208,5/12/2016,15678
1209,4/12/2016,10532
1209,4/13/2016,9699
1209,4/14/2016,2512
1209,4/15/2016,3320
1209,4/16/2016,18527
1209,4/17/2016,2504
1209,4/18/2016,9354
1209,4/19/2016,18769
1209,4/20/2016,13021
1209,4/21/2016,11695
1209,4/22/2016,7961
1209,4/23/2016,10737
1209,4/24/2016,6266
1209,4/25/2016,7265
1209,4/26/2016,11864
1209,4/27/2016,16930
1209,4/28/2016,13170
1209,4/29/2016,17527
1209,4/30/2016,1843
1209,5/1/2016,11172
1209,5/2/2016,3477
1209,5/3/2016,19013
1209,5/4/2016,8235
1209,5/5/2016,15984
1209,5/6/2016,1316
1209,5/7/2016,18912
1209,5/8/2016,5087
1209,5/9/2016,2772
1209,5/10/2016,8881
1209,5/11/2016,11450
1209,5/12/2016,966
1210,4/12/2016,4844
1210,4/13/2016,12789
1210,4/14/2016,1315
1210,4/15/2016,17119
1210,4/16/2016,7669
1210,4/17/2016,12629
1210,4/18/2016,12988
1210,4/19/2016,13838
1210,4/20/2016,10339
1210,4/21/2016,2943
1210,4/22/2016,3115
1210,4/23/2016,11999
1210,4/24/2016,15987
1210,4/25/2016,15208
1210,4/26/2016,5449
1210,4/27/2016,8885
1210,4/28/2016,17145
1210,4/29/2016,1186
1210,4/30/2016,9622
1210,4/12/2016,976
1210,4/13/2016,8722
1210,4/14/2016,17484
1210,4/15/2016,13209
1210,4/16/2016,10234
1210,4/17/2016,11497
1210,4/18/2016,15948
1210,4/19/2016,18801
1210,4/20/2016,1439
1210,4/21/2016,4765
1210,4/22/2016,9006
1210,4/23/2016,12826
1211,4/24/2016,13082
1211,4/25/2016,6608
1211,4/26/2016,859
1211,4/27/2016,814
1211,4/28/2016,8686
1211,4/29/2016,14757
1211,4/30/2016,4962
1211,5/1/2016,14076
1211,5/2/2016,18156
1211,5/3/2016,1866
1211,5/4/2016,1166
1211,5/5/2016,18210
1211,5/6/2016,2852
1211,5/7/2016,7715
1211,5/8/2016,13888
1211,5/9/2016,8794
1211,5/10/2016,3079
1211,5/11/2016,16392
1211,5/12/2016,1211
1211,4/12/2016,14688
1211,4/13/2016,17690
1211,4/14/2016,9672
1211,4/15/2016,18840
1211,4/16/2016,1447
1211,4/17/2016,3914
1211,4/18/2016,11891
1211,4/19/2016,8385
1211,4/20/2016,3375
1211,4/21/2016,10553
1211,4/22/2016,7792
1211,4/23/2016,7380
1212,4/24/2016,17850
1212,4/25/2016,15263
1212,4/26/2016,6263
1212,4/27/2016,11256
1212,4/28/2016,8094
1212,4/29/2016,7755
1212,4/30/2016,7832
1212,5/1/2016,15953
1212,5/2/2016,13862
1212,5/3/2016,8327
1212,5/4/2016,16046
1212,5/5/2016,5863
1212,5/6/2016,18869
1212,5/7/2016,12053
1212,5/8/2016,9868
1212,5/9/2016,10851
1212,5/10/2016,12325
1212,5/11/2016,19042
1212,5/12/2016,13457
1212,4/12/2016,2943
1212,4/13/2016,4630
1212,4/14/2016,11759
1212,4/15/2016,10433
1212,4/16/2016,19009
1212,4/17/2016,17142
1212,4/18/2016,17207
1212,4/19/2016,11789
1212,4/20/2016,13098
1212,4/21/2016,5177
1212,4/22/2016,10617
1212,4/23/2016,14778
1213,4/24/2016,18670
1213,4/25/2016,18540
1213,4/26/2016,3252
1213,4/27/2016,15276
1213,4/28/2016,17831
1213,4/29/2016,2475
1213,4/30/2016,5397
1213,5/1/2016,15248
1213,5/2/2016,10240
1213,5/3/2016,6548
1213,5/4/2016,8652
1213,5/5/2016,2994
1213,5/6/2016,18774
1213,5/7/2016,17553
1213,5/8/2016,2158
1213,5/9/2016,13833
1213,5/10/2016,6578
1213,4/12/2016,15063
1213,4/13/2016,9100
1213,4/14/2016,1567
1213,4/15/2016,16721
1213,4/16/2016,19230
1213,4/17/2016,9797
1213,4/18/2016,11602
1213,4/19/2016,15594
1213,4/20/2016,2743
1213,4/21/2016,19623
1213,4/22/2016,11900
1213,4/23/2016,14830
1213,4/24/2016,11684
1213,4/25/2016,13716
1214,4/26/2016,15585
1214,4/27/2016,10700
1214,4/28/2016,16584
1214,4/29/2016,16431
1214,4/30/2016,14996
1214,5/1/2016,17783
1214,5/2/2016,15584
1214,5/3/2016,1690
1214,5/4/2016,11891
1214,5/5/2016,831
1214,5/6/2016,8862
1214,5/7/2016,3596
1214,5/8/2016,4337
1214,5/9/2016,18935
1214,5/10/2016,9851
1214,5/11/2016,4361
1214,5/12/2016,6057
1214,4/12/2016,10712
1214,4/13/2016,4635
1214,4/14/2016,17735
1214,4/15/2016,5721
1214,4/16/2016,17668
1214,4/17/2016,11024
1214,4/18/2016,4073
1214,4/19/2016,10489
1214,4/20/2016,11508
1214,4/21/2016,6634
1214,4/22/2016,19680
1214,4/23/2016,13168
1214,4/24/2016,13334
1214,4/25/2016,14139
1215,4/26/2016,8515
1215,4/27/2016,4200
1215,4/28/2016,2075
1215,4/29/2016,10820
1215,4/30/2016,5574
1215,5/1/2016,18403
1215,5/2/2016,16423
1215,5/3/2016,18405
1215,5/4/2016,13461
1215,5/5/2016,1393
1215,5/6/2016,8507
1215,5/7/2016,9657
1215,5/8/2016,8207
1215,5/9/2016,10032
1215,5/10/2016,19738
1215,5/11/2016,5064
1215,5/12/2016,11969
1215,4/12/2016,14009
1215,4/13/2016,11512
1215,4/14/2016,7365
1215,4/15/2016,3512
1215,4/16/2016,8849
1215,4/17/2016,4101
1215,4/18/2016,14948
1215,4/19/2016,5134
1215,4/20/2016,11840
1215,4/21/2016,1063
1215,4/22/2016,16837
1215,4/23/2016,1910
1215,4/24/2016,5183
1215,4/25/2016,18041
1216,4/26/2016,3897
1216,4/27/2016,11550
1216,4/28/2016,15601
1216,4/29/2016,19176
1216,4/30/2016,1288
1216,5/1/2016,7409
1216,5/2/2016,9812
1216,5/3/2016,2766
1216,5/4/2016,6522
1216,5/5/2016,3036
1216,5/6/2016,18380
1216,5/7/2016,12888
1216,5/8/2016,13539
1216,5/9/2016,9344
1216,5/10/2016,7827
1216,5/11/2016,6742
1216,5/12/2016,18780
1216,4/12/2016,10316
1216,4/13/2016,2851
1216,4/14/2016,17712
1216,4/15/2016,1402
1216,4/16/2016,3671
1216,4/17/2016,2616
1216,4/18/2016,11960
1216,4/19/2016,18433
1216,4/20/2016,10834
1216,4/21/2016,17845
1216,4/22/2016,12323
1216,4/23/2016,2281
1216,4/24/2016,6550
1216,4/25/2016,14796
1217,4/26/2016,19563
1217,4/27/2016,4876
1217,4/28/2016,5680
1217,4/29/2016,6193
1217,4/30/2016,8310
1217,5/1/2016,18889
1217,5/2/2016,18833
1217,5/3/2016,7811
1217,5/4/2016,12493
1217,5/5/2016,2468
1217,5/6/2016,10741
1217,5/7/2016,15311
1217,5/8/2016,8095
1217,5/9/2016,9111
1217,5/10/2016,5217
1217,5/11/2016,11795
1217,4/12/2016,12116
1217,4/13/2016,13060
1217,4/14/2016,9279
1217,4/15/2016,12978
1217,4/16/2016,5866
1217,4/17/2016,19427
1217,4/18/2016,13224
1217,4/19/2016,13999
1217,4/20/2016,1902
1217,4/21/2016,16507
1217,4/22/2016,2183
1217,4/23/2016,9212
1217,4/24/2016,7995
1217,4/25/2016,7135
1217,4/26/2016,19293
1218,4/27/2016,17078
1218,4/28/2016,8641
1218,4/29/2016,14283
1218,4/30/2016,11543
1218,5/1/2016,1601
1218,5/2/2016,3626
1218,5/3/2016,6648
1218,5/4/2016,4421
1218,5/5/2016,2632
1218,5/6/2016,4014
1218,5/7/2016,8253
1218,5/8/2016,3835
1218,5/9/2016,12923
1218,5/10/2016,13796
1218,5/11/2016,18116
1218,5/12/2016,3149
1218,4/12/2016,7485
1218,4/13/2016,12782
1218,4/14/2016,4710
1218,4/15/2016,8103
1218,4/16/2016,19718
1218,4/17/2016,19246
1218,4/18/2016,18711
1218,4/19/2016,14556
